timestamp,status,card_present_flag,first_name,age,gender,txn_description,balance,amount,geometry,X,Y,merch_suburb,merch_state,merch_geometry,merch_X,merch_Y,coord_diff_km
2018-08-28T15:05:39.000+0000,authorized,0,Ryan,31,M,POS,3155.31,28.63,150.92 -33.77,-33.77,150.92,Rose Bay North,NSW,151.28 -33.87,-33.87,151.28,35.11
2018-08-28T15:25:51.000+0000,authorized,1,Christopher,33,M,SALES-POS,60727.17,11.87,145.13 -37.70,-37.7,145.13,Melbourne,VIC,144.97 -37.81,-37.81,144.97,18.66
2018-08-28T15:35:57.000+0000,authorized,1,Daniel,22,M,SALES-POS,2913.07,21.42,255.00 -573.00,-573,255,Glen Waverley,VIC,145.17 -37.88,-37.88,145.17,10720.79
2018-08-28T15:46:03.000+0000,authorized,1,Jessica,21,F,SALES-POS,3554.52,15.06,130.84 -12.45,-12.45,130.84,Bakewell,NT,130.99 -12.5,-12.5,130.99,17.23
2018-08-28T15:56:09.000+0000,authorized,0,Luis,27,M,SALES-POS,4400.72,14.14,144.71 -37.58,-37.58,144.71,Caroline Springs,VIC,144.75 -37.73,-37.73,144.75,17.07
2018-08-28T16:00:00.000+0000,posted,,Stephanie,53,F,PAY/SALARY,2099.14,970.47,153.03 -27.51,-27.51,153.03,,,,0,0,0.00
2018-08-28T16:00:00.000+0000,posted,,Paul,25,M,PAYMENT,5469.03,46,115.79 -31.94,-31.94,115.79,,,,0,0,0.00
2018-08-28T16:14:05.000+0000,authorized,0,Charles,18,M,SALES-POS,6927.24,6.17,153.41 -28.01,-28.01,153.41,Yamba,NSW,153.36 -29.44,-29.44,153.36,159.26
2018-08-28T16:36:49.000+0000,authorized,1,Ryan,31,M,POS,3111.84,43.47,150.92 -33.77,-33.77,150.92,Green Valley,NSW,150.88 -33.9,-33.9,150.88,14.94
2018-08-28T16:59:32.000+0000,authorized,1,Renee,38,F,POS,19582.29,18.09,144.89 -37.81,-37.81,144.89,Bulleen,VIC,145.09 -37.77,-37.77,145.09,18.15
2018-08-28T17:00:00.000+0000,posted,,Stephanie,53,F,PAYMENT,1971.14,128,153.03 -27.51,-27.51,153.03,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Billy,52,M,PAYMENT,6615.78,93,116.02 -31.87,-31.87,116.02,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Tyler,44,M,PAYMENT,5923.68,27,144.79 -37.73,-37.73,144.79,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Michael,38,M,PAY/SALARY,2279.63,1002.13,151.23 -33.94,-33.94,151.23,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Renee,38,F,PAY/SALARY,21123.41,1541.12,144.89 -37.81,-37.81,144.89,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Derek,20,M,PAY/SALARY,2574.74,1099.7,145.04 -37.92,-37.92,145.04,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Ruth,47,F,PAY/SALARY,4072.15,1272.47,115.72 -32.28,-32.28,115.72,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Gregory,42,M,INTER BANK,2958.07,20,150.90 -33.78,-33.78,150.9,,,,0,0,0.00
2018-08-28T17:00:00.000+0000,posted,,Scott,23,M,PAY/SALARY,3019.32,982.71,150.90 -34.37,-34.37,150.9,,,,0,0,0.00
2018-08-28T17:19:35.000+0000,authorized,1,Rhonda,40,F,SALES-POS,2953.87,24.01,153.10 -27.66,-27.66,153.1,Newstead,QLD,153.04 -27.45,-27.45,153.04,24.12
2018-08-28T17:39:35.000+0000,authorized,1,Kimberly,24,F,SALES-POS,2486.64,13.42,145.45 -37.74,-37.74,145.45,Bentleigh,VIC,145.04 -37.92,-37.92,145.04,41.24
2018-08-28T17:59:35.000+0000,authorized,1,Daniel,22,M,POS,2905.3,7.77,255.00 -573.00,-573,255,Enmore,NSW,151.17 -33.9,-33.9,151.17,10897.65
2018-08-28T18:00:00.000+0000,posted,,Sarah,46,F,PAYMENT,17695.18,45,151.09 -33.91,-33.91,151.09,,,,0,0,0.00
2018-08-28T18:00:00.000+0000,posted,,Ryan,38,M,INTER BANK,34712.29,29,151.27 -33.90,-33.9,151.27,,,,0,0,0.00
2018-08-28T18:00:00.000+0000,posted,,Natasha,40,F,PAYMENT,193426,29,143.83 -37.66,-37.66,143.83,,,,0,0,0.00
2018-08-28T18:32:39.000+0000,authorized,1,Susan,20,F,POS,3991.98,21.67,150.68 -33.79,-33.79,150.68,Eastwood,NSW,151.08 -33.79,-33.79,151.08,37.01
2018-08-28T19:03:27.000+0000,authorized,1,Virginia,20,F,SALES-POS,4009.82,17.88,115.79 -31.79,-31.79,115.79,Innaloo,WA,115.8 -31.9,-31.9,115.8,12.28
2018-08-28T19:22:41.000+0000,authorized,0,Christopher,35,M,POS,9421.6,101.43,151.68 -32.98,-32.98,151.68,Narrogin,WA,117.18 -32.94,-32.94,117.18,3207.61
2018-08-28T19:41:55.000+0000,authorized,1,Robin,34,F,POS,5224.75,432.92,151.04 -33.77,-33.77,151.04,Kingswood,NSW,150.72 -33.76,-33.76,150.72,29.63
2018-08-28T20:00:00.000+0000,posted,,Billy,52,M,PAYMENT,6595.78,20,116.02 -31.87,-31.87,116.02,,,,0,0,0.00
2018-08-28T20:00:00.000+0000,posted,,Matthew,39,M,PAYMENT,7638.22,34,145.17 -37.84,-37.84,145.17,,,,0,0,0.00
2018-08-28T20:00:00.000+0000,posted,,Debra,18,F,INTER BANK,2492.08,154,138.61 -34.89,-34.89,138.61,,,,0,0,0.00
2018-08-28T20:00:00.000+0000,posted,,Christopher,35,M,PAYMENT,9288.6,133,151.68 -32.98,-32.98,151.68,,,,0,0,0.00
2018-08-28T20:00:00.000+0000,posted,,Abigail,40,F,PAYMENT,6619.74,92,138.58 -34.96,-34.96,138.58,,,,0,0,0.00
2018-08-28T20:01:29.000+0000,authorized,1,Edward,19,M,SALES-POS,6550.99,7.93,115.98 -32.07,-32.07,115.98,Hillarys,WA,115.75 -31.8,-31.8,115.75,37.09
2018-08-28T20:26:29.000+0000,authorized,1,Daniel,22,M,SALES-POS,2857.48,47.82,255.00 -573.00,-573,255,Pyrmont,NSW,151.19 -33.87,-33.87,151.19,10897.27
2018-08-28T20:51:29.000+0000,authorized,1,Susan,20,F,SALES-POS,3985.28,6.7,150.68 -33.79,-33.79,150.68,Forestville,NSW,151.22 -33.76,-33.76,151.22,50.08
2018-08-28T21:00:00.000+0000,posted,,Cindy,19,F,PAYMENT,7276.77,153,144.66 -37.91,-37.91,144.66,,,,0,0,0.00
2018-08-28T21:00:00.000+0000,posted,,Luis,27,M,PAYMENT,4329.72,71,144.71 -37.58,-37.58,144.71,,,,0,0,0.00
2018-08-28T21:14:39.000+0000,authorized,1,Diana,26,F,POS,1321.33,6.76,153.41 -27.95,-27.95,153.41,Broadbeach,QLD,153.43 -28.03,-28.03,153.43,9.12
2018-08-28T21:36:53.000+0000,authorized,0,Lucas,21,M,SALES-POS,8023.89,10.43,115.81 -31.82,-31.82,115.81,Northbridge,WA,115.86 -31.95,-31.95,115.86,15.22
2018-08-28T21:59:06.000+0000,authorized,1,Debra,18,F,POS,2481.13,10.95,138.61 -34.89,-34.89,138.61,Fyshwick,ACT,149.16 -35.32,-35.32,149.16,961.52
2018-08-28T22:34:17.000+0000,authorized,1,Ruth,47,F,SALES-POS,4050.76,21.39,115.72 -32.28,-32.28,115.72,York,WA,116.77 -31.89,-31.89,116.77,108.13
2018-08-28T23:00:00.000+0000,posted,,Daniel,22,M,PAYMENT,2817.48,40,255.00 -573.00,-573,255,,,,0,0,0.00
2018-08-28T23:00:00.000+0000,posted,,Natasha,40,F,PAYMENT,193245,181,143.83 -37.66,-37.66,143.83,,,,0,0,0.00
2018-08-28T23:00:00.000+0000,posted,,Natasha,40,F,PAYMENT,193084,161,143.83 -37.66,-37.66,143.83,,,,0,0,0.00
2018-08-28T23:06:13.000+0000,authorized,1,Mackenzie,18,F,POS,3219.39,25.18,150.79 -33.64,-33.64,150.79,South Melbourne,VIC,144.96 -37.83,-37.83,144.96,703.33
2018-08-28T23:28:26.000+0000,authorized,0,Christopher,33,M,SALES-POS,60703.71,23.46,145.13 -37.70,-37.7,145.13,Melbourne,VIC,144.96 -37.81,-37.81,144.96,19.33
2018-08-28T23:50:39.000+0000,authorized,0,Robin,34,F,POS,4922.84,301.91,151.04 -33.77,-33.77,151.04,Wentworthville,NSW,150.97 -33.81,-33.81,150.97,7.86
2018-08-29T00:30:31.000+0000,authorized,1,Christopher,35,M,SALES-POS,9268.73,19.87,151.68 -32.98,-32.98,151.68,Cardiff,NSW,151.66 -32.94,-32.94,151.66,4.83
2018-08-29T01:09:59.000+0000,authorized,1,Charles,18,M,SALES-POS,6920.62,6.62,153.41 -28.01,-28.01,153.41,Robina,QLD,153.39 -28.08,-28.08,153.39,8.04
2018-08-29T01:55:27.000+0000,authorized,0,Sandra,34,F,SALES-POS,5007.26,195.03,130.90 -12.37,-12.37,130.9,Darwin City,NT,130.78 -12.39,-12.39,130.78,13.24
2018-08-29T04:02:34.000+0000,authorized,1,Tonya,27,F,POS,2861.78,34.48,116.06 -32.00,-32,116.06,Ceduna,SA,133.67 -32.13,-32.13,133.67,1659.48
2018-08-29T04:34:50.000+0000,authorized,0,Daniel,22,M,POS,2736.02,81.46,255.00 -573.00,-573,255,Sydney,NSW,151.21 -33.87,-33.87,151.21,10898.79
2018-08-29T05:54:59.000+0000,authorized,1,Diana,26,F,SALES-POS,1300.13,21.2,153.41 -27.95,-27.95,153.41,Brisbane City,QLD,153.02 -27.47,-27.47,153.02,65.82
2018-08-29T06:00:00.000+0000,posted,,Michael,40,M,INTER BANK,7104.16,21,151.23 -33.96,-33.96,151.23,,,,0,0,0.00
2018-08-29T06:00:00.000+0000,posted,,Fernando,19,M,PAYMENT,8830.47,27,146.94 -36.04,-36.04,146.94,,,,0,0,0.00
2018-08-29T06:00:00.000+0000,posted,,Kristin,43,F,PAYMENT,2071.98,29,144.95 -37.76,-37.76,144.95,,,,0,0,0.00
2018-08-29T07:00:00.000+0000,posted,,Isaiah,23,M,INTER BANK,9126.79,25,151.27 -33.76,-33.76,151.27,,,,0,0,0.00
2018-08-29T07:00:00.000+0000,posted,,Ricky,43,M,INTER BANK,8558.44,39,145.16 -37.84,-37.84,145.16,,,,0,0,0.00
2018-08-29T07:15:49.000+0000,authorized,1,Lucas,21,M,POS,7983.69,40.2,115.81 -31.82,-31.82,115.81,Northbridge,WA,115.86 -31.95,-31.95,115.86,15.22
2018-08-29T07:57:29.000+0000,authorized,0,Kimberly,24,F,SALES-POS,2441.08,45.56,145.45 -37.74,-37.74,145.45,Footscray,VIC,144.89 -37.79,-37.79,144.89,49.59
2018-08-29T08:00:00.000+0000,posted,,Patrick,46,M,INTER BANK,262088.86,22,144.99 -37.90,-37.9,144.99,,,,0,0,0.00
2018-08-29T08:00:00.000+0000,posted,,Karen,26,F,PAYMENT,5165.38,55,149.03 -34.97,-34.97,149.03,,,,0,0,0.00
2018-08-29T08:00:00.000+0000,posted,,Ruth,47,F,PAYMENT,3992.76,58,115.72 -32.28,-32.28,115.72,,,,0,0,0.00
2018-08-29T08:11:11.000+0000,authorized,1,Sandra,34,F,POS,4895.97,111.29,130.90 -12.37,-12.37,130.9,Haymarket,NSW,151.21 -33.88,-33.88,151.21,3157.59
2018-08-29T08:23:05.000+0000,authorized,1,Diana,26,F,SALES-POS,1298.54,1.59,153.41 -27.95,-27.95,153.41,Box Hill South,VIC,145.13 -37.84,-37.84,145.13,1344.39
2018-08-29T08:34:59.000+0000,authorized,1,Catherine,26,F,SALES-POS,3372.37,42.5,151.27 -33.85,-33.85,151.27,Chatswood,NSW,151.18 -33.8,-33.8,151.18,10.01
2018-08-29T08:46:54.000+0000,authorized,1,Robin,34,F,SALES-POS,4863.11,59.73,151.04 -33.77,-33.77,151.04,Fairfield Heights,NSW,150.94 -33.86,-33.86,150.94,13.64
2018-08-29T08:58:48.000+0000,authorized,1,Virginia,20,F,POS,3989.26,20.56,115.79 -31.79,-31.79,115.79,Darch,WA,115.84 -31.8,-31.8,115.84,4.86
2018-08-29T09:00:00.000+0000,posted,,Christine,39,F,INTER BANK,7569.76,25,151.04 -33.80,-33.8,151.04,,,,0,0,0.00
2018-08-29T09:00:00.000+0000,posted,,Ryan,31,M,PAYMENT,3075.84,36,150.92 -33.77,-33.77,150.92,,,,0,0,0.00
2018-08-29T09:03:59.000+0000,authorized,0,Heather,41,F,SALES-POS,2916.5,65.71,144.93 -37.79,-37.79,144.93,Strathmore,VIC,144.9 -37.73,-37.73,144.9,7.18
2018-08-29T09:08:26.000+0000,authorized,1,Charles,18,M,POS,6902.39,18.23,153.41 -28.01,-28.01,153.41,Clear Island Waters,QLD,153.39 -28.03,-28.03,153.39,2.97
2018-08-29T09:12:53.000+0000,authorized,1,Tonya,27,F,POS,2852.85,8.93,116.06 -32.00,-32,116.06,Churchlands,WA,115.8 -31.93,-31.93,115.8,25.76
2018-08-29T09:17:19.000+0000,authorized,1,Debra,18,F,POS,2472.78,8.35,138.61 -34.89,-34.89,138.61,Modbury,SA,138.69 -34.83,-34.83,138.69,9.90
2018-08-29T09:21:46.000+0000,authorized,1,Susan,19,F,SALES-POS,5087.13,9.78,145.15 -37.76,-37.76,145.15,Melton West,VIC,144.57 -37.69,-37.69,144.57,51.66
2018-08-29T09:26:13.000+0000,authorized,0,Diana,26,F,SALES-POS,1291.45,7.09,153.41 -27.95,-27.95,153.41,Saint George,QLD,148.59 -28.04,-28.04,148.59,473.85
2018-08-29T09:30:39.000+0000,authorized,1,Scott,23,M,POS,3000.29,19.03,150.90 -34.37,-34.37,150.9,Yagoona,NSW,151.03 -33.91,-33.91,151.03,52.59
2018-08-29T09:35:06.000+0000,authorized,1,Diana,26,F,SALES-POS,1280.75,10.7,153.41 -27.95,-27.95,153.41,Broadbeach,QLD,153.43 -28.03,-28.03,153.43,9.12
2018-08-29T09:39:33.000+0000,authorized,1,Virginia,20,F,SALES-POS,3971.12,18.14,115.79 -31.79,-31.79,115.79,Sorrento,WA,115.76 -31.82,-31.82,115.76,4.38
2018-08-29T09:43:59.000+0000,authorized,1,Tyler,44,M,POS,5906.28,17.4,144.79 -37.73,-37.73,144.79,Preston,VIC,145 -37.74,-37.74,145,18.52
2018-08-29T09:48:26.000+0000,authorized,0,Diana,26,F,SALES-POS,1268.06,12.69,153.41 -27.95,-27.95,153.41,Arundel,QLD,153.38 -27.93,-27.93,153.38,3.70
2018-08-29T09:52:53.000+0000,authorized,1,Susan,20,F,POS,3974.32,10.96,150.68 -33.79,-33.79,150.68,Rosehill,NSW,151.02 -33.83,-33.83,151.02,31.76
2018-08-29T09:57:19.000+0000,authorized,1,Kenneth,29,M,SALES-POS,7707.46,8.86,121.48 -30.75,-30.75,121.48,Somerville,WA,121.46 -30.76,-30.76,121.46,2.21
2018-08-29T10:00:00.000+0000,posted,,Rhonda,40,F,PAYMENT,2921.87,32,153.10 -27.66,-27.66,153.1,,,,0,0,0.00
2018-08-29T10:00:00.000+0000,posted,,Susan,20,F,INTER BANK,3922.93,39,150.68 -33.79,-33.79,150.68,,,,0,0,0.00
2018-08-29T10:00:00.000+0000,posted,,Richard,22,M,PAYMENT,3991.69,34,145.03 -37.88,-37.88,145.03,,,,0,0,0.00
2018-08-29T10:00:00.000+0000,posted,,Luis,27,M,PAYMENT,4300.72,29,144.71 -37.58,-37.58,144.71,,,,0,0,0.00
2018-08-29T10:00:00.000+0000,posted,,Joseph,21,M,PAYMENT,2354.03,30,147.08 -37.97,-37.97,147.08,,,,0,0,0.00
2018-08-29T10:05:38.000+0000,authorized,1,Daniel,22,M,SALES-POS,2628.93,107.09,255.00 -573.00,-573,255,Burnley,VIC,145.02 -37.83,-37.83,145.02,10706.95
2018-08-29T10:19:43.000+0000,authorized,1,Susan,20,F,POS,3961.93,12.39,150.68 -33.79,-33.79,150.68,Merrylands,NSW,151 -33.84,-33.84,151,30.11
2018-08-29T10:33:48.000+0000,authorized,1,Scott,23,M,POS,2980.49,19.8,150.90 -34.37,-34.37,150.9,Roseworthy,SA,138.75 -34.54,-34.54,138.75,1114.74
2018-08-29T10:47:53.000+0000,authorized,1,Diana,26,F,POS,1260.3,7.76,153.41 -27.95,-27.95,153.41,Burleigh Waters,QLD,153.42 -28.1,-28.1,153.42,16.73
2018-08-29T11:00:00.000+0000,posted,,Isaiah,23,M,PAY/SALARY,13030.74,3903.95,151.27 -33.76,-33.76,151.27,,,,0,0,0.00
2018-08-29T11:01:08.000+0000,authorized,0,Robert,20,M,POS,4501.87,13.11,151.22 -33.87,-33.87,151.22,Chipping Norton,NSW,150.95 -33.93,-33.93,150.95,25.83
2018-08-29T11:09:16.000+0000,authorized,1,Brian,42,M,SALES-POS,107258.77,88.75,148.16 -23.52,-23.52,148.16,Barcaldine,QLD,145.28 -23.55,-23.55,145.28,293.94
2018-08-29T11:17:23.000+0000,authorized,1,Jeffrey,24,M,SALES-POS,2254.91,12.82,145.00 -37.83,-37.83,145,Brighton,VIC,144.99 -37.92,-37.92,144.99,10.06
2018-08-29T11:25:31.000+0000,authorized,0,Robin,34,F,POS,4800.04,63.07,151.04 -33.77,-33.77,151.04,Busselton,WA,115.35 -33.67,-33.67,115.35,3287.69
2018-08-29T11:33:39.000+0000,authorized,0,Tonya,27,F,SALES-POS,2833.85,19,116.06 -32.00,-32,116.06,City Beach,WA,115.77 -31.93,-31.93,115.77,28.47
2018-08-29T11:41:47.000+0000,authorized,1,Tyler,44,M,POS,5880.15,26.13,144.79 -37.73,-37.73,144.79,Hamilton,VIC,142.02 -37.74,-37.74,142.02,243.85
2018-08-29T11:49:55.000+0000,authorized,1,Jeffrey,24,M,POS,2210.38,44.53,145.00 -37.83,-37.83,145,Melbourne,VIC,144.97 -37.81,-37.81,144.97,3.45
2018-08-29T11:58:02.000+0000,authorized,0,Michele,30,F,SALES-POS,3379.53,33.2,145.04 -37.85,-37.85,145.04,Wantirna South,VIC,145.24 -37.87,-37.87,145.24,17.72
2018-08-29T12:00:00.000+0000,posted,,Marissa,23,F,PAY/SALARY,7208,1626.48,145.01 -37.93,-37.93,145.01,,,,0,0,0.00
2018-08-29T12:00:00.000+0000,posted,,Karen,26,F,PAYMENT,5119.38,46,149.03 -34.97,-34.97,149.03,,,,0,0,0.00
2018-08-29T12:00:00.000+0000,posted,,Tonya,27,F,INTER BANK,2776.85,57,116.06 -32.00,-32,116.06,,,,0,0,0.00
2018-08-29T12:00:00.000+0000,posted,,Eric,22,M,PAY/SALARY,6224.19,983.36,151.18 -33.80,-33.8,151.18,,,,0,0,0.00
2018-08-29T12:14:04.000+0000,authorized,1,Robert,26,M,SALES-POS,6621.37,29.94,144.89 -37.69,-37.69,144.89,Hawthorn East,VIC,145.05 -37.85,-37.85,145.05,22.70
2018-08-29T12:32:35.000+0000,authorized,0,Scott,23,M,POS,2974.84,5.65,150.90 -34.37,-34.37,150.9,Glendenning,NSW,150.85 -33.75,-33.75,150.85,69.17
2018-08-29T12:51:06.000+0000,authorized,0,Robert,26,M,SALES-POS,6605.73,15.64,144.89 -37.69,-37.69,144.89,North Sydney,NSW,151.21 -33.84,-33.84,151.21,713.54
2018-08-29T13:00:00.000+0000,posted,,Jeffrey,24,M,PAY/SALARY,3618.46,1408.08,145.00 -37.83,-37.83,145,,,,0,0,0.00
2018-08-29T13:00:00.000+0000,posted,,Ronald,25,M,INTER BANK,359.73,26,145.73 -17.03,-17.03,145.73,,,,0,0,0.00
2018-08-29T13:00:00.000+0000,posted,,Kristin,43,F,PAY/SALARY,3140.02,1068.04,144.95 -37.76,-37.76,144.95,,,,0,0,0.00
2018-08-29T13:10:11.000+0000,authorized,1,Tyler,44,M,POS,5858.86,21.29,144.79 -37.73,-37.73,144.79,Rowville,VIC,145.23 -37.93,-37.93,145.23,44.64
2018-08-29T13:29:48.000+0000,authorized,1,Christopher,35,M,POS,9249.01,19.72,151.68 -32.98,-32.98,151.68,Narrogin,WA,117.18 -32.94,-32.94,117.18,3207.61
2018-08-29T13:49:24.000+0000,authorized,1,Tonya,27,F,POS,2766.16,10.69,116.06 -32.00,-32,116.06,Fremantle,WA,115.75 -32.05,-32.05,115.75,29.78
2018-08-29T14:00:00.000+0000,posted,,Diana,26,F,PAY/SALARY,2273.97,1013.67,153.41 -27.95,-27.95,153.41,,,,0,0,0.00
2018-08-29T14:00:00.000+0000,posted,,Kenneth,29,M,PAYMENT,7651.46,56,121.48 -30.75,-30.75,121.48,,,,0,0,0.00
2018-08-29T14:03:53.000+0000,authorized,1,Kimberly,24,F,SALES-POS,2423.22,17.86,145.45 -37.74,-37.74,145.45,Saint Kilda East,VIC,145 -37.87,-37.87,145,42.14
2018-08-29T14:12:22.000+0000,authorized,1,Luis,27,M,SALES-POS,4260.28,40.44,144.71 -37.58,-37.58,144.71,Heathcote,VIC,144.71 -36.92,-36.92,144.71,73.47
2018-08-29T14:20:50.000+0000,authorized,1,Heather,41,F,POS,2867.09,49.41,144.93 -37.79,-37.79,144.93,Seddon,VIC,144.89 -37.81,-37.81,144.89,4.16
2018-08-29T14:29:19.000+0000,authorized,1,Joseph,37,M,POS,2315.97,18.27,153.32 -27.93,-27.93,153.32,Kenmore,QLD,152.95 -27.51,-27.51,152.95,59.29
2018-08-29T14:37:47.000+0000,authorized,1,Kimberly,24,F,POS,2337.44,85.78,145.45 -37.74,-37.74,145.45,Sydney,NSW,151.2 -33.87,-33.87,151.2,674.34
2018-08-29T14:46:16.000+0000,authorized,1,Michael,38,M,POS,2267.3,12.33,151.23 -33.94,-33.94,151.23,Pyrmont,NSW,151.2 -33.87,-33.87,151.2,8.27
2018-08-29T14:54:44.000+0000,authorized,1,Mackenzie,18,F,POS,3191.24,28.15,150.79 -33.64,-33.64,150.79,Katanning,WA,117.56 -33.69,-33.69,117.56,3065.21
2018-08-29T15:00:00.000+0000,posted,,Debra,18,F,PAYMENT,2436.78,36,138.61 -34.89,-34.89,138.61,,,,0,0,0.00
2018-08-29T15:00:00.000+0000,posted,,Ryan,38,M,PAYMENT,34677.29,35,151.27 -33.90,-33.9,151.27,,,,0,0,0.00
2018-08-29T15:02:15.000+0000,authorized,0,Joseph,37,M,SALES-POS,2268.89,47.08,153.32 -27.93,-27.93,153.32,Taringa,QLD,152.98 -27.49,-27.49,152.98,59.34
2018-08-29T15:08:12.000+0000,authorized,0,Jessica,21,F,SALES-POS,3544.05,10.47,130.84 -12.45,-12.45,130.84,Melbourne,VIC,144.96 -37.82,-37.82,144.96,3153.32
2018-08-29T15:14:09.000+0000,authorized,0,Michael,38,M,SALES-POS,2250.25,17.05,151.23 -33.94,-33.94,151.23,Cambridge Park,NSW,150.72 -33.75,-33.75,150.72,51.68
2018-08-29T15:20:07.000+0000,authorized,1,Kimberly,24,F,POS,2332,5.44,145.45 -37.74,-37.74,145.45,Canterbury,VIC,145.08 -37.83,-37.83,145.08,34.06
2018-08-29T15:26:04.000+0000,authorized,1,Ruth,47,F,SALES-POS,3955.17,37.59,115.72 -32.28,-32.28,115.72,Warwick,WA,115.81 -31.84,-31.84,115.81,49.71
2018-08-29T15:32:01.000+0000,authorized,1,Diana,26,F,SALES-POS,2262.04,11.93,153.41 -27.95,-27.95,153.41,Biggera Waters,QLD,153.39 -27.93,-27.93,153.39,2.97
2018-08-29T15:37:58.000+0000,authorized,1,Michael,38,M,POS,2242.15,8.1,151.23 -33.94,-33.94,151.23,North Sydney,NSW,151.21 -33.84,-33.84,151.21,11.28
2018-08-29T15:43:55.000+0000,authorized,1,Kimberly,24,F,POS,2307.21,24.79,145.45 -37.74,-37.74,145.45,Melbourne,VIC,144.97 -37.81,-37.81,144.97,42.95
2018-08-29T15:49:52.000+0000,authorized,1,Jeffrey,24,M,SALES-POS,3573.36,45.1,145.00 -37.83,-37.83,145,Sydney,NSW,151.21 -33.87,-33.87,151.21,712.65
2018-08-29T15:55:49.000+0000,authorized,1,Sandra,34,F,POS,4873.63,22.34,130.90 -12.37,-12.37,130.9,Coconut Grove,NT,130.86 -12.4,-12.4,130.86,5.48
2018-08-29T16:00:00.000+0000,posted,,Lucas,21,M,PAYMENT,7928.69,55,115.81 -31.82,-31.82,115.81,,,,0,0,0.00
2018-08-29T16:00:00.000+0000,posted,,Jessica,34,F,PAY/SALARY,21761.07,3903.73,138.52 -35.01,-35.01,138.52,,,,0,0,0.00
2018-08-29T16:00:00.000+0000,posted,,Susan,20,F,PAYMENT,3887.93,35,150.68 -33.79,-33.79,150.68,,,,0,0,0.00
2018-08-29T16:00:00.000+0000,posted,,Antonio,26,M,PAY/SALARY,3937.74,1098.91,115.78 -31.90,-31.9,115.78,,,,0,0,0.00
2018-08-29T16:00:00.000+0000,posted,,Jonathan,38,M,PAY/SALARY,54662.07,2647.38,130.98 -12.49,-12.49,130.98,,,,0,0,0.00
2018-08-29T16:03:42.000+0000,authorized,1,Jessica,34,F,POS,17857.34,22.29,138.52 -35.01,-35.01,138.52,Brisbane City,QLD,153.02 -27.46,-27.46,153.02,1613.27
2018-08-29T16:16:02.000+0000,authorized,1,Ronald,25,M,POS,351.83,7.9,145.73 -17.03,-17.03,145.73,Drouin,VIC,145.86 -38.13,-38.13,145.86,2348.86
2018-08-29T16:28:23.000+0000,authorized,1,Virginia,20,F,POS,3954.74,16.38,115.79 -31.79,-31.79,115.79,Morley,WA,115.9 -31.9,-31.9,115.9,16.07
2018-08-29T16:40:44.000+0000,authorized,1,Susan,19,F,POS,5077.66,9.47,145.15 -37.76,-37.76,145.15,Melbourne,VIC,144.96 -37.81,-37.81,144.96,17.62
2018-08-29T16:53:05.000+0000,authorized,1,Sandra,34,F,POS,4854.95,18.68,130.90 -12.37,-12.37,130.9,Darwin City,NT,130.84 -12.46,-12.46,130.84,11.96
2018-08-29T17:00:00.000+0000,posted,,Michele,30,F,PAY/SALARY,4537.68,1158.15,145.04 -37.85,-37.85,145.04,,,,0,0,0.00
2018-08-29T17:00:00.000+0000,posted,,Tyler,69,M,PAY/SALARY,5005.03,1043.12,144.96 -37.76,-37.76,144.96,,,,0,0,0.00
2018-08-29T17:00:00.000+0000,posted,,Daniel,22,M,PAYMENT,2595.93,33,255.00 -573.00,-573,255,,,,0,0,0.00
2018-08-29T17:00:00.000+0000,posted,,Susan,20,F,PAY/SALARY,5283.42,1395.49,150.68 -33.79,-33.79,150.68,,,,0,0,0.00
2018-08-29T17:00:00.000+0000,posted,,Matthew,39,M,PAY/SALARY,10709.36,3071.14,145.17 -37.84,-37.84,145.17,,,,0,0,0.00
2018-08-29T17:00:00.000+0000,posted,,Karen,26,F,PAYMENT,5069.38,50,149.03 -34.97,-34.97,149.03,,,,0,0,0.00
2018-08-29T17:04:46.000+0000,authorized,1,Robin,34,F,SALES-POS,4776.07,23.97,151.04 -33.77,-33.77,151.04,Thornleigh,NSW,151.08 -33.73,-33.73,151.08,5.79
2018-08-29T17:15:39.000+0000,authorized,1,Diana,26,F,POS,2237.72,24.32,153.41 -27.95,-27.95,153.41,Peak Crossing,QLD,152.73 -27.78,-27.78,152.73,69.54
2018-08-29T17:26:31.000+0000,authorized,0,Billy,52,M,POS,6566.32,29.46,116.02 -31.87,-31.87,116.02,Karrinyup,WA,115.78 -31.88,-31.88,115.78,22.72
2018-08-29T17:37:23.000+0000,authorized,1,Kaitlyn,21,F,POS,3108.35,30.85,114.62 -28.80,-28.8,114.62,Geraldton,WA,114.61 -28.78,-28.78,114.61,2.43
2018-08-29T17:48:15.000+0000,authorized,0,Tonya,27,F,POS,2748.14,18.02,116.06 -32.00,-32,116.06,Success,WA,115.86 -32.13,-32.13,115.86,23.78
